bernhardt	bernhard	1	338
penhartti	bernhard	1	338
bernhardia	bernhard	0	338
bernhasdina	bernhard	0	338
bernhand	bernhard	0	338
bernhrd	bernhard	0	338
benhard	bernhard	1	338
bertel	bertel	190	4558
perttu	bertel	16	4558
pertell	bertel	0	4558
berth	bertel	0	4558
berthel	bertel	86	4558
bertell	bertel	68	4558
berthil	bertel	211	4558
berttel	bertel	7	4558
berttil	bertel	12	4558
bertil	bertel	2298	4558
bertill	bertel	829	4558
bert	bertel	0	4558
barthollus	bertel	24	4558
bartholomaeus	bertel	122	4558
bartholdus	bertel	33	4558
bartholl	bertel	4	4558
bartholomdud	bertel	0	4558
bartollus	bertel	4	4558
beril	bertel	2	4558
bartholomdus	bertel	2	4558
bartholomäus	bertel	54	4558
bertils	bertel	1	4558
barth	bertel	1	4558
bartolomeus	bertel	40	4558
berndt	bertel	167	4558
bertold	bertel	4	4558
bertyl	bertel	41	4558
bertyll	bertel	2	4558
bärtill	bertel	40	4558
bärtyl	bertel	33	4558
berhardt	bertel	0	4558
bärendt	bertel	2	4558
bärtil	bertel	84	4558
bärndt	bertel	7	4558
bertilsdr	bertel	0	4558
pertil	bertel	3	4558
barthold	bertel	41	4558
berthill	bertel	13	4558
berttill	bertel	10	4558
bärthill	bertel	6	4558
bertills	bertel	0	4558
bärtel	bertel	54	4558
bertilli	bertel	0	4558
bartholdi	bertel	0	4558
bart:i	bertel	0	4558
barth:di	bertel	0	4558
barth:i	bertel	0	4558
barthj:	bertel	0	4558
berthold	bertel	2	4558
bertehl	bertel	2	4558
berdtil	bertel	4	4558
berdtill	bertel	1	4558
berthell	bertel	4	4558
berthi	bertel	0	4558
bertia	bertel	1	4558
bertholomaus	bertel	2	4558
bertit	bertel	0	4558
bertjl	bertel	0	4558
bärt:	bertel	0	4558
bärth:	bertel	0	4558
bärthijl	bertel	2	4558
bärthil	bertel	15	4558
bärtijl	bertel	7	4558
berttu	bertel	0	4558
pertill	bertel	2	4558
perrtu	bertel	0	4558
pertteli	bertel	0	4558
perttil	bertel	1	4558
bertijl	bertel	4	4558
perttyl	bertel	0	4558
behrtill	bertel	0	4558
bertram	bertram	2	2
bertta	bertta	27	27
berus	berus	0	0
beru	berus	0	0
betty	betty	13	13
björn	björn	0	0
blasius	blasius	29	29
blekhard	blekhard	0	0
bleckcard	blekhard	0	0
blechard	blekhard	0	0
bleckhard	blekhard	0	0
blonda	blonda	2	2
blondine	blondine	5	38
blondina	blondine	32	38
blåndina	blondine	1	38
bodvin	bodvin	0	0
botvin	bodvin	0	0
botvid	bodvin	0	0
bogislaus	bogislaus	4	4
bogisl:	bogislaus	0	4
bogislaw	bogislaw	0	0
bombardina	bombardina	1	1
brita	brita	33976	55355
riitta	brita	216	55355
bereta	brita	17	55355
birita	brita	143	55355
beretha	brita	1	55355
brijta	brita	3056	55355
brigitta	brita	6462	55355
britha	brita	7315	55355
brijtas	brita	0	55355
birgitta	brita	397	55355
brigitha	brita	1564	55355
briht	brita	0	55355
brihta	brita	3	55355
brit	brita	3	55355
bryta	brita	57	55355
brytha	brita	40	55355
bria	brita	1	55355
brigita	brita	895	55355
brigittha	brita	125	55355
brjta	brita	73	55355
prigitta	brita	2	55355
breta	brita	3	55355
brigeta	brita	0	55355
bertha	brita	99	55355
berta	brita	17	55355
birger	brita	29	55355
brig	brita	1	55355
brijtha	brita	393	55355
britta	brita	174	55355
bretha	brita	1	55355
brethania	brita	0	55355
brieta	brita	0	55355
brigitt	brita	2	55355
brigth	brita	0	55355
briita	brita	53	55355
brida	brita	2	55355
bijta	brita	1	55355
brijitta	brita	4	55355
brtiha$	brita	0	55355
birgit	brita	2	55355
birgita	brita	23	55355
birgitha	brita	40	55355
